HUNDRED,STREET,FROM,TO,CITY COUNCIL DISTRICT,POTHOLES,DITCHES,EMERGENCY UTILITY WORK,ROADWAY RESURFACING RATING,PAVING PROGRAM,,,
4700,WELLINGTON ST,TORRESDALE AVE,VANDIKE ST,6,4,1,0,86,CITY LOCAL,,,
4800,WELLINGTON ST,HEGERMAN ST,EDMUND ST,6,10,0,0,65,CITY LOCAL,,,
4800,WELLINGTON ST,EDMUND ST,TULIP ST,6,2,0,0,86,CITY LOCAL,,,
4900,WELLINGTON ST,TULIP ST,KEYSTONE ST,6,0,0,0,57,CITY LOCAL,,,
4000,WELLS ST,FRANKFORD AVE,CHARLES ST,6,0,0,3,97,CITY LOCAL,,,
400,WELSH RD,KISMET RD,PINE RD,10,0,0,0,100,PENNDOT,,,
400,WELSH RD,PINE RD,LARAMIE RD,10,0,0,0,100,PENNDOT,,,
500,WELSH RD,LARAMIE RD,DARLINGTON RD,10,0,1,0,100,PENNDOT,,,
600,WELSH RD,WYNMILL RD,MOREFIELD RD,10,1,1,1,100,PENNDOT,,,
600,WELSH RD,DARLINGTON RD,WYNMILL RD,10,2,1,0,100,PENNDOT,,,
700,WELSH RD,MOREFIELD RD,BRIDLE RD,10,1,1,0,100,PENNDOT,,,
800,WELSH RD,STRATFORD DR,VERREE RD,10,1,2,1,100,PENNDOT,,,
800,WELSH RD,BRIDLE RD,STRATFORD DR,10,0,0,0,100,PENNDOT,,,
1000,WELSH RD,VERREE RD,WALLEY AVE,10,7,3,0,97,PENNDOT,,,
1000,WELSH RD,ALBURGER AVE,RISING SUN AVE,10,1,0,4,100,PENNDOT,,,
1000,WELSH RD,WALLEY AVE,ALBURGER AVE,10,1,0,0,100,PENNDOT,,,
1100,WELSH RD,RISING SUN AVE,GRANT AVE,10,11,0,0,100,PENNDOT,,,
1500,WELSH RD,GRANT AVE,NEIL RD,10,0,0,0,100,PENNDOT,,,
1600,WELSH RD,NEIL RD,BANES ST,10,3,0,0,100,PENNDOT,,,
1700,WELSH RD,BANES ST,BUSTLETON AVE,10,1,0,0,100,PENNDOT,,,
1800,WELSH RD,OLD BUSTLETON AVE,VOITS LN,10,4,0,0,89,PENNDOT,,,
1900,WELSH RD,VOITS LN,NESTER ST,10,2,0,0,89,PENNDOT,,,
2000,WELSH RD,OLD NEWTOWN RD,MASLAND ST,10,2,0,0,97,PENNDOT,,,
2000,WELSH RD,NESTER ST,OLD NEWTOWN RD,10,2,0,0,89,PENNDOT,,,
2100,WELSH RD,NESTER ST,BICKLEY ST,10,1,0,2,98,PENNDOT,,,
2100,WELSH RD,MASLAND ST,NESTER ST,10,1,0,0,98,PENNDOT,,,
2100,WELSH RD,BICKLEY ST,E ROOSEVELT BLVD,10,1,0,0,97,PENNDOT,,,
2200,WELSH RD,E ROOSEVELT BLVD,E ROOSEVELT BLVD,10,0,0,0,98,PENNDOT,,,
2200,WELSH RD,E ROOSEVELT BLVD,E ROOSEVELT BLVD,6,0,0,0,98,PENNDOT,,,
2200,WELSH RD,E ROOSEVELT BLVD,E ROOSEVELT BLVD,10,0,0,0,100,PENNDOT,,,
2300,WELSH RD,E ROOSEVELT BLVD,LEONARD ST,6,3,1,4,97,PENNDOT,,,
2300,WELSH RD,LEONARD ST,MARSHALL ST,6,3,0,0,98,PENNDOT,,,
2400,WELSH RD,MARSHALL ST,BLUE GRASS RD,6,6,0,8,97,PENNDOT,,,
2500,WELSH RD,HAVEN PL,DEWEES ST,6,0,3,0,98,PENNDOT,,,
2500,WELSH RD,BLUE GRASS RD,DONALDSON ST,6,5,0,0,97,PENNDOT,,,
2500,WELSH RD,DONALDSON ST,HAVEN PL,6,0,0,0,97,PENNDOT,,,
2600,WELSH RD,DEWEES ST,WILLITS RD,6,3,0,0,100,PENNDOT,,,
2700,WELSH RD,WILLITS RD,REVERE ST,6,0,0,0,100,PENNDOT,,,
2700,WELSH RD,REVERE ST,SHIPLEY RD,6,0,0,2,100,PENNDOT,,,
2800,WELSH RD,MANCHESTER ST,MICHAEL RD,6,4,0,0,100,PENNDOT,,,
2800,WELSH RD,SHIPLEY RD,MANCHESTER ST,6,0,0,0,100,PENNDOT,,,
2800,WELSH RD,MICHAEL RD,TOLBUT ST,6,5,0,0,100,PENNDOT,,,
2900,WELSH RD,TOLBUT ST,AXE FACTORY RD,6,5,1,2,100,PENNDOT,,,
200,WENDOVER ST,DEAD END WEST,MANAYUNK AVE,4,0,1,1,78,CITY LOCAL,,,
3000,WHARTON ST,S 30TH ST,S CORLIES ST,2,0,1,3,78,CITY LOCAL,,,
3000,WHARTON ST,S STANLEY ST,S 31ST ST,2,0,0,1,78,CITY LOCAL,,,
3000,WHARTON ST,S CORLIES ST,S STANLEY ST,2,0,0,0,78,CITY LOCAL,,,
3100,WHARTON ST,S NAPA ST,S PATTON ST,2,0,1,3,98,CITY LOCAL,,,
3100,WHARTON ST,S PATTON ST,S 32ND ST,2,1,0,0,65,CITY LOCAL,,,
3100,WHARTON ST,S 31ST ST,S NAPA ST,2,3,0,0,90,CITY LOCAL,,,
3200,WHARTON ST,S 32ND ST,S 33RD ST,2,5,3,0,73,CITY LOCAL,,,
3300,WHARTON ST,S SPANGLER ST,S 34TH ST,2,1,1,0,94,CITY LOCAL,,,
3300,WHARTON ST,S 33RD ST,S SPANGLER ST,2,0,1,0,94,CITY LOCAL,,,
3400,WHARTON ST,SCHUYLKILL EXPY RAMP 8018B,WARFIELD ST,2,10,0,0,70,CITY LOCAL,,,
3500,WHARTON ST,S 35TH ST,S HARMONY ST,2,2,4,1,65,CITY LOCAL,,,
3500,WHARTON ST,S HARMONY ST,GROVE ST,2,0,2,2,90,CITY LOCAL,,,
3500,WHARTON ST,GROVE ST,S 36TH ST,2,1,0,0,73,CITY LOCAL,,,
3600,WHARTON ST,S 36TH ST,SCHUYLKILL AVE,2,0,5,7,78,CITY LOCAL,,,
500,WIDENER ST,N 5TH ST,W CHAMPLOST AVE,9,1,3,0,65,CITY LOCAL,,,
2500,WINCHESTER AVE,E ROOSEVELT BLVD,CALVERT ST,6,17,1,4,98,CITY LOCAL,,,
2500,WINCHESTER AVE,BLUE GRASS RD,REVERE ST,6,3,0,0,78,CITY LOCAL,,,
2500,WINCHESTER AVE,AXE FACTORY LN,BLUE GRASS RD,6,1,0,1,78,CITY LOCAL,,,
2500,WINCHESTER AVE,REVERE ST,BROUS AVE,6,4,0,0,78,CITY LOCAL,,,
2500,WINCHESTER AVE,BROCKLEHURST ST,MACON ST,6,0,0,7,57,CITY LOCAL,,,
2500,WINCHESTER AVE,BROUS AVE,LISTER ST,6,2,0,0,57,CITY LOCAL,,,
2500,WINCHESTER AVE,LISTER ST,BROCKLEHURST ST,6,6,0,4,78,CITY LOCAL,,,
1400,WOOD ST,N BROAD ST,N 15TH ST,5,6,0,0,65,CITY LOCAL,,,
1600,WOOD ST,N 16TH ST,ALEXANDER CT,5,0,0,0,73,CITY LOCAL,,,
1600,WOOD ST,ALEXANDER CT,N 17TH ST,5,0,0,1,55,CITY LOCAL,,,
6400,WOODCREST AVE,N 64TH ST,N 66TH ST,4,2,0,0,64,CITY LOCAL,,,
6600,WOODCREST AVE,N 66TH ST,DEAD END WEST,4,0,0,0,98,CITY LOCAL,,,
0,WOODHAVEN RD,WOODHAVEN RD,CITY BOUNDARY,10,8,0,1,89,CITY LOCAL,,,
0,WOODHAVEN RD,NORCOM RD,WOODHAVEN RD,10,3,0,0,78,CITY LOCAL,,,
0,WOODHAVEN RD,WOODHAVEN RD,THORNTON RD,10,6,0,0,57,CITY LOCAL,,,
4000,WOODHAVEN RD,KNIGHTS RD,WOODHAVEN RD,10,0,0,0,98,CITY LOCAL,,,
4100,WOODHAVEN RD,WOODHAVEN RD,BYBERRY RD,10,2,0,0,65,CITY LOCAL,,,
4200,WOODHAVEN RD,BYBERRY RD,WOODHAVEN RD,10,3,0,0,89,CITY LOCAL,,,
4300,WOODHAVEN RD,BYBERRY RD,WOODHAVEN RD,10,6,0,0,89,CITY LOCAL,,,
4400,WOODHAVEN RD,WOODHAVEN RD,CITY BOUNDARY,10,2,0,0,89,CITY LOCAL,,,
13000,WORTHINGTON RD,LINDENHURST ST,ANNA DR,10,0,0,0,100,CITY LOCAL,,,
13000,WORTHINGTON RD,MICHELLE DR,NAPIER ST,10,4,2,10,100,CITY LOCAL,,,
13000,WORTHINGTON RD,ANNA DR,MICHELLE DR,10,2,0,0,100,CITY LOCAL,,,
13000,WORTHINGTON RD,BYBERRY RD,LINDENHURST ST,10,9,2,1,100,CITY LOCAL,,,
13400,WORTHINGTON RD,JENNIFER RD,SOUTHAMPTON RD,10,26,0,0,100,CITY LOCAL,,,
13400,WORTHINGTON RD,NAPIER ST,JENNIFER RD,10,7,0,0,100,CITY LOCAL,,,
