HUNDRED,ON,FROM,TO,COUNCIL,CONDI- TION_IN- DEX,POTHOLES,DITCHES,PAVING PROGRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,BYBERRY RD,PROCTOR RD,LINDSAY ST,10,87,5,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,BYBERRY RD,LINDSAY ST,GASTON LN,10,89,1,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,BYBERRY RD,GASTON LN,KELVIN AVE,10,89,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,BYBERRY RD,KELVIN AVE,STEVENS RD,10,89,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,BYBERRY RD,STEVENS RD,STEVENS RD,10,89,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,BYBERRY RD,STEVENS RD,SEWELL RD,10,87,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,BYBERRY RD,SEWELL RD,WORTHINGTON RD,10,87,3,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,BYBERRY RD,WORTHINGTON RD,TRINA DR,10,89,11,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,BYBERRY RD,TRINA DR,BULK MAIL CENTER DWY,10,73,25,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,BYBERRY RD,BULK MAIL CENTER DWY,EVANS ST,10,89,9,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,BYBERRY RD,EVANS ST,E ROOSEVELT BLVD,10,89,4,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,BYBERRY RD,PHILMONT AVE,BLAKESLEE DR,10,89,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,BYBERRY RD,AUDUBON AVE,DEPUE AVE,10,89,3,2,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,BYBERRY RD,DEPUE AVE,BUSTLETON AVE,10,89,6,2,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,BYBERRY RD,BUSTLETON AVE,LEWIS ST,10,87,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,BYBERRY RD,LEWIS ST,PROCTOR RD,10,87,17,3,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,BYBERRY RD,BLAKESLEE DR,AUDUBON AVE,10,89,5,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10900,CALERA RD,MODENA DR,CHALFONT DR,10,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10800,CALERA RD,PERRIN RD,MODENA DR,10,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10800,CALERA RD,DOWS RD,PERRIN RD,10,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,CALERA RD,DRUMORE DR,DOWS RD,10,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,CALERA RD,RED LION RD,DRUMORE DR,10,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,CALERA RD,CROMWELL RD,RED LION RD,10,100,6,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,CALERA RD,KILBURN RD,CROMWELL RD,10,100,9,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100,CALERA RD,MORRELL AVE,KILBURN RD,10,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,CALUMET ST,DOBSON ST,CRESSON ST,4,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,CALUMET ST,W COULTER ST,POWERS ST,4,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,CALUMET ST,POWERS ST,DOBSON ST,4,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,CARLTON ST,N 13TH ST,N BROAD ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,CARPENTER LN,EMLEN ST,EMLEN ST,8,100,7,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,CARPENTER LN,LINCOLN DR,CHEROKEE ST,8,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,CARPENTER LN,CHEROKEE ST,MC CALLUM ST,8,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,CARPENTER LN,GREENE ST,SHERMAN ST,8,100,6,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,CARPENTER LN,SHERMAN ST,HEYWARD ST,8,100,4,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,CARPENTER LN,HEYWARD ST,HENLEY ST,8,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,CARPENTER LN,HENLEY ST,WAYNE AVE,8,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,CARPENTER LN,WAYNE AVE,WISSAHICKON AVE,8,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,CARPENTER LN,GERMANTOWN AVE,MOWER ST,8,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,CARPENTER LN,MOWER ST,MOWER ST,8,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,CARPENTER LN,MOWER ST,CRESHEIM RD,8,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,CARPENTER LN,CRESHEIM RD,QUINCY ST,8,100,9,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,CARPENTER LN,QUINCY ST,EMLEN ST,8,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,CARPENTER LN,EMLEN ST,LINCOLN DR,8,100,13,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,CARPENTER LN,MC CALLUM ST,GREENE ST,8,100,12,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,CARPENTER ST,S 6TH ST,E PASSYUNK AVE,1,100,2,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,CARPENTER ST,S FAIRHILL ST,S 6TH ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,CARPENTER ST,S REESE ST,S RANDOLPH ST,1,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,CARPENTER ST,S 5TH ST,S REESE ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,CARPENTER ST,S RANDOLPH ST,S FAIRHILL ST,1,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,CARTERET DR,LACKLAND DR,LYMAN DR,6,78,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,CARTERET DR,FRANKFORD AVE,GARVEY DR,6,90,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,CARTERET DR,GARVEY DR,LACKLAND DR,6,78,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,CARVER ST,BINGHAM ST,TABOR AVE,9,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,CARVER ST,COLGATE ST,BINGHAM ST,9,100,0,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,CASTLE AVE,S 13TH ST,S WATTS ST,1,100,2,5,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,CASTLE AVE,S WATTS ST,S BROAD ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,CASTOR AVE,GAUL ST,BELGRADE ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,CASTOR AVE,BELGRADE ST,E THOMPSON ST,6,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,CASTOR AVE,E THOMPSON ST,EDGEMONT ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,CASTOR AVE,EDGEMONT ST,SALMON ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,CASTOR AVE,SALMON ST,RICHMOND ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,CASTOR AVE,ORTHODOX ST,ADAMS AVE,7,100,15,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,CASTOR AVE,E WYOMING AVE,ORTHODOX ST,7,100,3,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,CASTOR AVE,E CAYUGA ST,E WINGOHOCKING ST,7,100,3,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,CASTOR AVE,E BRISTOL ST,E CAYUGA ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,CASTOR AVE,E HUNTING PARK AVE,E BRISTOL ST,7,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,CASTOR AVE,E LYCOMING ST,E HUNTING PARK AVE,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,CASTOR AVE,E LUZERNE ST,E LYCOMING ST,7,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,CASTOR AVE,E ERIE AVE,E LUZERNE ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,CASTOR AVE,KENSINGTON AVE,E ERIE AVE,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,CASTOR AVE,E SEDGLEY AVE,KENSINGTON AVE,1,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,CASTOR AVE,E GLENWOOD AVE,E SEDGLEY AVE,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,CASTOR AVE,E GLENWOOD AVE,EMERALD ST,1,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,CASTOR AVE,EMERALD ST,FRANKFORD AVE,1,100,3,18,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,CASTOR AVE,FRANKFORD AVE,CORAL ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,CASTOR AVE,CORAL ST,AMBER ST,1,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,CASTOR AVE,AMBER ST,SEPVIVA ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,CASTOR AVE,SEPVIVA ST,TULIP ST,1,100,0,3,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,CASTOR AVE,TULIP ST,ARAMINGO AVE,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,CASTOR AVE,ARAMINGO AVE,GAUL ST,1,100,1,16,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,CASTOR AVE,E WINGOHOCKING ST,CASTOR AVE,7,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,CASTOR AVE,E WYOMING AVE,E WYOMING AVE,7,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,CASTOR AVE,CASTOR AVE,E WYOMING AVE,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,CASTOR AVE,FILLMORE ST,HARRISON ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,CASTOR AVE,BRIDGE ST,SANGER ST,7,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,CASTOR AVE,PRATT ST,GRANITE ST,7,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,CASTOR AVE,KENWYN ST,PRATT ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,CASTOR AVE,DYRE ST,KENWYN ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,CASTOR AVE,HAWORTH ST,DYRE ST,7,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,CASTOR AVE,WAKELING ST,E GODFREY AVE,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,CASTOR AVE,ALLENGROVE ST,WAKELING ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,CASTOR AVE,HARRISON ST,ALLENGROVE ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,CASTOR AVE,FOULKROD ST,FILLMORE ST,7,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,CASTOR AVE,HERBERT ST,FOULKROD ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,CASTOR AVE,ARROTT ST,HERBERT ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,CASTOR AVE,ADAMS AVE,ARROTT ST,7,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,CASTOR AVE,SANGER ST,E ROOSEVELT BLVD,7,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,CASTOR AVE,GRANITE ST,BRIDGE ST,7,100,8,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,CASTOR AVE,BENNER ST,LARDNER ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,CASTOR AVE,HIGBEE ST,BENNER ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,CASTOR AVE,HOWELL ST,COMLY ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,CASTOR AVE,VAN KIRK ST,HOWELL ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,CASTOR AVE,OXFORD CIR,VAN KIRK ST,7,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6900,CASTOR AVE,LONGSHORE AVE,DISSTON ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6800,CASTOR AVE,GLENVIEW ST,LONGSHORE AVE,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6800,CASTOR AVE,KNORR ST,GLENVIEW ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6700,CASTOR AVE,KERPER ST,KNORR ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6700,CASTOR AVE,UNRUH AVE,KERPER ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,CASTOR AVE,FANSHAWE ST,UNRUH AVE,6,100,0,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500,CASTOR AVE,GILHAM ST,EVERETT AVE,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500,CASTOR AVE,GREEBY ST,GILHAM ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500,CASTOR AVE,HELLERMAN ST,GREEBY ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,CASTOR AVE,PASSMORE ST,HELLERMAN ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,CASTOR AVE,ELBRIDGE ST,ELBRIDGE ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,CASTOR AVE,LEVICK ST,ELBRIDGE ST,7,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,CASTOR AVE,STIRLING ST,BARNETT ST,7,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,CASTOR AVE,STEVENS ST,DEVEREAUX AVE,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,CASTOR AVE,LARDNER ST,STEVENS ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,CASTOR AVE,DEVEREAUX AVE,MC KINLEY ST,7,100,0,6,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,CASTOR AVE,MC KINLEY ST,HALE ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,CASTOR AVE,HALE ST,ROBBINS ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,CASTOR AVE,ROBBINS ST,STIRLING ST,7,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,CASTOR AVE,STIRLING ST,STIRLING ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,CASTOR AVE,BARNETT ST,LEVICK ST,7,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,CASTOR AVE,ELBRIDGE ST,PASSMORE ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,CASTOR AVE,EVERETT AVE,FANSHAWE ST,6,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,CASTOR AVE,COMLY ST,CRESTON ST,7,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,CASTOR AVE,CRESTON ST,HIGBEE ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,CASTOR AVE,LONEY ST,RIPLEY ST,10,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,CASTOR AVE,HOFFNAGLE ST,BUSTLETON AVE,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8100,CASTOR AVE,ARTHUR ST,SOLLY AVE,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8100,CASTOR AVE,STANWOOD ST,ARTHUR ST,10,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,CASTOR AVE,FULLER ST,STANWOOD ST,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,CASTOR AVE,RHAWN ST,FULLER ST,10,100,1,5,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,CASTOR AVE,RIPLEY ST,RHAWN ST,10,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,CASTOR AVE,GRIFFITH ST,LONEY ST,10,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,CASTOR AVE,BORBECK AVE,GRIFFITH ST,10,100,3,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,CASTOR AVE,CHANDLER ST,BORBECK AVE,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,CASTOR AVE,HARTEL AVE,CHANDLER ST,10,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7700,CASTOR AVE,LANSING ST,HARTEL AVE,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,CASTOR AVE,NAPFLE AVE,LANSING ST,10,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,CASTOR AVE,AFTON ST,NAPFLE AVE,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,CASTOR AVE,FAUNCE ST,GLENDALE AVE,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7500,CASTOR AVE,OAKMONT ST,FAUNCE ST,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7500,CASTOR AVE,SHELMIRE AVE,OAKMONT ST,10,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7400,CASTOR AVE,VISTA ST,SHELMIRE AVE,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7400,CASTOR AVE,BLEIGH AVE,VISTA ST,10,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7300,CASTOR AVE,ELGIN AVE,BLEIGH AVE,10,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,CASTOR AVE,ENGLEWOOD ST,ELGIN AVE,6,100,1,4,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,CASTOR AVE,WELLINGTON ST,ENGLEWOOD ST,6,100,3,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,CASTOR AVE,SAINT VINCENT ST,WELLINGTON ST,6,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100,CASTOR AVE,FRIENDSHIP ST,SAINT VINCENT ST,6,100,0,5,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100,CASTOR AVE,PRINCETON AVE,FRIENDSHIP ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000,CASTOR AVE,BRIGHTON ST,PRINCETON AVE,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000,CASTOR AVE,TYSON AVE,BRIGHTON ST,6,100,0,3,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6900,CASTOR AVE,DISSTON ST,TYSON AVE,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,CASTOR AVE,GLENDALE AVE,AFTON ST,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200,CASTOR AVE,EMERSON ST,HOFFNAGLE ST,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200,CASTOR AVE,SOLLY AVE,EMERSON ST,10,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,CEDAR ST,E MADISON ST,E WESTMORELAND ST,1,78,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,CEDAR ST,E ALLEGHENY AVE,E MADISON ST,1,81,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200,CEDARBROOK AVE,E DURHAM ST,E MOUNT AIRY AVE,9,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,CHEIRON PL,CHELWYNDE AVE,CUL DE SAC EAST,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7500,CHELWYNDE AVE,S 75TH ST,S 76TH ST,2,100,2,4,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7700,CHELWYNDE AVE,HERMES PL,S 78TH ST,2,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,CHELWYNDE AVE,S 76TH ST,CHELWYNDE PL,2,100,5,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,CHELWYNDE AVE,CHELWYNDE PL,S 77TH ST,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7700,CHELWYNDE AVE,S 77TH ST,HERMES PL,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,CHELWYNDE AVE,S 78TH ST,CHEIRON PL,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,CHELWYNDE PL,CHELWYNDE AVE,CUL DE SAC EAST,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,CHRISTIAN ST,S 62ND ST,COBBS CREEK PKWY,3,100,7,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,CHRISTIAN ST,S 61ST ST,S 62ND ST,3,100,4,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,CHRISTIAN ST,S 58TH ST,S 59TH ST,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,CHRISTIAN ST,S ALDEN ST,S CECIL ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
